htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url
hvd.hxhkme	1	pd	8514619	29th:no.209-222  (1913)+official inspections 46-55	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1913	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkme
hvd.hxhkmf	1	pd	8514619	25th:no.163-175 (1909)+official inspections 7-8	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1909	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmf
hvd.hxhkmg	1	pd	8514619	24th:no.151-163  (1908)+official inspections 1-6	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1908	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmg
hvd.hxhkmh	1	pd	8514619	23rd:no.138-150  (1907)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1907	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmh
hvd.hxhkmi	1	pd	8514619	22nd:no.125-137  (1906)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1906	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmi
hvd.hxhkmj	1	pd	8514619	21st (1905)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1905	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmj
hvd.hxhkmk	1	pd	8514619	20th (1904)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1904	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmk
hvd.hxhkml	1	pd	8514619	19th (1903)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1903	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkml
hvd.hxhkmm	1	pd	8514619	18th (1902)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1902	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmm
hvd.hxhkmn	1	pd	8514619	33th:no.258-268 (1917)+official inspections 81-85	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1917	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmn
hvd.hxhkmp	1	pd	8514619	32th:no.246-257 (1916)+official inspections 75-80	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1916	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmp
hvd.hxhkmq	1	pd	8514619	27th:no.187-197 (1911)+official inspections 29-35	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1911	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmq
hvd.hxhkmr	1	pd	8514619	26th:no.176-186 (1910)+official inspections 19-28	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1910	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmr
hvd.hxhkms	1	pd	8514619	31st:no.235-245  (1915)+official inspections 66-74	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1915	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkms
hvd.hxhkmt	1	pd	8514619	30th:no.223-234  (1914)+official inspections 56-65	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1914	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkmt
hvd.hxhkn3	1	pd	8514619	38th:no.305-309 (1922)+official inspections 103-106	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1922	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkn3
hvd.hxhkn4	1	pd	8514619	37th:no.296-304 (1921)+official inspections 99-102	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1921	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkn4
hvd.hxhkn5	1	pd	8514619	36th:no.285-295 (1920)+official inspections 95-98	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1920	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkn5
hvd.hxhkn6	1	pd	8514619	35th:no.276-284 (1919)+official inspections 91-94	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1919	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkn6
hvd.hxhkn7	1	pd	8514619	34th:no.269-275 (1918)+official inspections 86-90	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1918	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkn7
hvd.hxhkpc	1	pd	8514619	13th-17th (1897-1901)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1901	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkpc
hvd.hxhkpd	1	pd	8514619	8th-12th (1892-96)	HVD	003880571	10618622			13026961,13026961 //r85	Annual report of the Maine Agricultural Experiment Station.	University of Maine,	bib	2014-11-06 03:26:07	0	1896	meu	eng	SE	HVD	harvard	harvard	google	google	Maine Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8514619	https://hdl.handle.net/2027/hvd.hxhkpd
hvd.hxhkqf	1	pd	3825095	no.95-115  (1906-09)	HVD	005572343,990055723430203941	1757711		01968742	09007473,09007473 //r84	Bulletin - Agricultural Experiment Station, University of Minnesota.	Agricultural Experiment Station, University of Minnesota.	bib	2014-11-06 03:26:08	0	1909	mnu	eng	SE	HVD	harvard	harvard	google	google	University of Minnesota. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/3825095	https://hdl.handle.net/2027/hvd.hxhkqf
hvd.hxhsrk	1	pd	8607744	12th  (1899)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1899	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrk
hvd.hxhsrl	1	pd	8607744	19th  (1906)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1906	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrl
hvd.hxhsrm	1	pd	8607744	17th  (1904)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1904	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrm
hvd.hxhsrn	1	pd	8607744	16th  (1902-03)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1903	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrn
hvd.hxhsrp	1	pd	8607744	20th  (1906/07)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1907	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrp
hvd.hxhsrq	1	pd	8607744	18th  (1905)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1905	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrq
hvd.hxhsrr	1	pd	8607744	21st (1907/08)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1908	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrr
hvd.hxhsrs	1	pd	8607744	22th-23th  (1908-10)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1910	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrs
hvd.hxhsrt	1	pd	8607744	24th (1910/11)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1911	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrt
hvd.hxhsru	1	pd	8607744	25th:no.161-167 (1911-12)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1912	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsru
hvd.hxhsrw	1	pd	8607744	29th:no.191-198  (1915-16)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1916	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrw
hvd.hxhsrx	1	pd	8607744	6th  (1892)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1892	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrx
hvd.hxhsry	1	pd	8607744	5th  (1891)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1891	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsry
hvd.hxhsrz	1	pd	8607744	4th  (1890)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1890	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhsrz
hvd.hxhss2	1	pd	8607744	2nd  (1888)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1888	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss2
hvd.hxhss3	1	pd	8607744	1st  (1887)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1887	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss3
hvd.hxhss5	1	pd	8607744	10th  (1896-97)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1897	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss5
hvd.hxhss6	1	pd	8607744	9th  (1895)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1895	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss6
hvd.hxhss7	1	pd	8607744	8th (1894)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1894	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss7
hvd.hxhss8	1	pd	8607744	7th (1893)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1893	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss8
hvd.hxhss9	1	pd	8607744	15th (1902)	HVD	006543526	1510037			13033030	Annual report of the Vermont Agricultural Experiment Station.	Free press printing co., 1888-	bib	2014-11-06 03:26:09	0	1902	vtu	eng	SE	HVD	harvard	harvard	google	google	Vermont Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/8607744	https://hdl.handle.net/2027/hvd.hxhss9
iau.31858045531054	1	pd	8607718	v.57-100	IAU	002651696	18692978			sn 93014195,sn93014195	Bulletin / Experiment Station, Iowa State College of Agriculture and the Mechanic Arts.	Press of Ames Times, 1902-1910.	bib	2016-03-05 03:26:28	0	1910	iau	eng	SE	IAU	uiowa	uiowa	google	google		https://catalog.hathitrust.org/Record/8607718	https://hdl.handle.net/2027/iau.31858045531054
mdp.39015030121324	1	pd	545558	no.1-35 1888-1896	MIU	990005455580106381	1287440		0096607X	13004919,13004919 //r862	Bulletin - University of Florida, Agricultural Experiment Stations.	University of Florida, Agricultural Experiment Stations] 1888-	bib	2013-03-30 19:25:06	0	1896	flu	eng	SE	MIU	umich	umich	google	google	University of Florida. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/545558	https://hdl.handle.net/2027/mdp.39015030121324
mdp.39015053624741	1	pdus	525761	no.268-270 1931-1932	MIU	990005257610106381	8624158,9038093,9038115		00973491	13004932	Bulletin / Arkansas Agricultural Experiment Station.	Arkansas Agricultural Experiment Station, 1894-[1997]	ncn	2018-02-14 05:36:50	0	1932	aru	eng	SE	MIU	umich	umich	google	google		https://catalog.hathitrust.org/Record/525761	https://hdl.handle.net/2027/mdp.39015053624741
mdp.39015063772878	1	pd	545558	no.36-60 1896-1902	MIU	990005455580106381	1287440		0096607X	13004919,13004919 //r862	Bulletin - University of Florida, Agricultural Experiment Stations.	University of Florida, Agricultural Experiment Stations] 1888-	bib	2013-04-02 19:25:02	0	1902	flu	eng	SE	MIU	umich	umich	google	google	University of Florida. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/545558	https://hdl.handle.net/2027/mdp.39015063772878
mdp.39015063772886	1	pd	545558	no.61-85 1902-1906	MIU	990005455580106381	1287440		0096607X	13004919,13004919 //r862	Bulletin - University of Florida, Agricultural Experiment Stations.	University of Florida, Agricultural Experiment Stations] 1888-	bib	2013-04-02 19:25:02	0	1906	flu	eng	SE	MIU	umich	umich	google	google	University of Florida. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/545558	https://hdl.handle.net/2027/mdp.39015063772886
mdp.39015066908552	1	pd	62959	no.140-169 1910-1914	MIU	990005022750106381,990000629590106381	1449480,213780800,214618808,218188504,9430322		00967696	sn 80012347,sn80012347	Bulletin - Mississippi State College, Agricultural Experiment Station.	Agricultural Experiment Station, 1888-May 1970.	bib	2012-04-25 19:30:13	0	1914	msu	eng	SE	MIU	umich	umich	google	google	Mississippi Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/62959	https://hdl.handle.net/2027/mdp.39015066908552
mdp.39015066960413	1	pd	3825095	no.176-190 1918-1920	MIU	990038250950106381	1757711		01968742	09007473,09007473 //r84	Bulletin - Agricultural Experiment Station, University of Minnesota.	Agricultural Experiment Station, University of Minnesota.	bib	2012-04-25 19:30:14	0	1920	mnu	eng	SE	MIU	umich	umich	google	google	University of Minnesota. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/3825095	https://hdl.handle.net/2027/mdp.39015066960413
mdp.39015066960579	1	pd	3825095	no.191-205 1920-1923	MIU	990038250950106381	1757711		01968742	09007473,09007473 //r84	Bulletin - Agricultural Experiment Station, University of Minnesota.	Agricultural Experiment Station, University of Minnesota.	bib	2019-01-01 07:27:45	0	1923	mnu	eng	SE	MIU	umich	umich	google	google	University of Minnesota. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/3825095	https://hdl.handle.net/2027/mdp.39015066960579
mdp.39015066982524	1	pd	499135	1905-1916	MIU	990004991350106381	29657006				Report.		bib	2013-04-02 19:25:15	0	1916	wvu	eng	SE	MIU	umich	umich	google	google	West Virginia University. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/499135	https://hdl.handle.net/2027/mdp.39015066982524
mdp.39015066982698	1	pd	499135	1887-1902	MIU	990004991350106381	29657006				Report.		bib	2013-04-02 19:25:15	0	1902	wvu	eng	SE	MIU	umich	umich	google	google	West Virginia University. Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/499135	https://hdl.handle.net/2027/mdp.39015066982698
mdp.39015073171798	1	pd	49046	1905-1914	MIU	990000490460106381	5429135			13024583	Bulletin.	The Station.	bib	2012-11-04 19:30:13	0	1914	gau	eng	SE	MIU	umich	umich	google	google	Georgia Experiment Station.	https://catalog.hathitrust.org/Record/49046	https://hdl.handle.net/2027/mdp.39015073171798
mdp.39015073173208	1	pdus	54433	v.47-48 1933-1935	MIU	990000544330106381	6262320		00968676	12033307	Annual report - Maryland Agricultural Experiment Station.		ncn	2016-08-23 05:25:03	0	1935	mdu	eng	SE	MIU	umich	umich	google	google	Maryland Agricultural Experiment Station.	https://catalog.hathitrust.org/Record/54433	https://hdl.handle.net/2027/mdp.39015073173208
